customer_id,full_name,email,phone,postcode,region,property_type,package,monthly_charges,contract_type,tenure_months,install_date,payment_method,nps_score,support_tickets,churn
10106,Grace Davies,grace.davies56@gmail.com,07179904210,SN45 1GU,Buckinghamshire,Bungalow,Fibre 100,31.61,24-month,32,2022-03-12,Direct Debit,4,0,No
10858,Amelia Wood,,07149860995,MK1 5ZH,wiltshire,Farmhouse,Fibre 300,48.42,12-month,63,05/04/2022,Direct Debit,3,1,Yes
10055,George Jones,a@b,07779010432,SO8 5JN,Gloucestershire,Detached,Fibre 500,54.66,24-month,61,2024-08-03,Direct Debit,7,0,No
10120,Poppy Hall,poppy.hall43@gmail.com,07336884443,GL4 7YX,Berkshire,Semi-detached,Fibre 300,43.37,Monthly,7,2023-02-10,Bank Transfer,10,5,No
10310,Charlie Wood,charlie.wood30@gmail.com,07091436391,OX9 6UN,Cambridgeshire,Semi-detached,Fibre 300,45.62,24-month,65,2020-04-24,Bank Transfer,,2,No
10025,Lily Thomas,lily.thomas38@outlook.com,07352408240,OX36 5FU,Gloucestershire,Detached,Fibre 500,57.01,12-month,13,2023-08-11,Direct Debit,0,1,Yes
10072,Lily Brown,lily.brown53@outlook.com,07773454019,CB35 1GS,Wiltshire,Detached,Fibre 300,49.97,12-month,1,2023-03-24,Credit Card,0,0,No
10530,Lily Taylor,lily.taylor72@gmail.com,07033242605,OX33 1EW,Northamptonshire,Bungalow,Fibre 300,46.7,12-month,53,2021-06-08,Credit Card,3,1,Yes
10044,Freya Wright,freya.wright55@outlook.com,07899809402,NN45 5PQ,Oxfordshire,Semi-detached,Fibre 100,34.08,24-month,36,2025-07-03,Direct Debit,10,0,No
10275,Charlie Clarke,charlie.clarke90@btinternet.com,07563410856,SN34 9NH,Gloucestershire,Bungalow,Fibre 300,46.85,24-month,70,2022-11-06,Direct Debit,0,1,No
10478,Emily Brown,emily.brown80@yahoo.co.uk,07726347557,MK49 3GP,Oxfordshire,Detached,Fibre 100,29.32,12-month,52,2024-12-21,Bank Transfer,4,0,Yes
10314,Noah Smith,noah.smith63@yahoo.co.uk,07666567491,ABCDE,Wiltshire,Semi-detached,Fibre 100,33.33,12-month,65,2025-06-17,Bank Transfer,7,2,No
10336,Grace Patel,grace.patel53@outlook.com,07170243765,NN24 7GX,Northamptonshire,Detached,Fibre 300,49.92,24-month,11,2023-03-05,Credit Card,6,0,No
10689,Jack Turner,jack.turner13@outlook.com,07880879919,SO10 4ND,Hampshire,Cottage,Fibre 500,54.53,24-month,35,05/04/2022,Bank Transfer,4,5,No
10430,Emily Thomas,emily.thomas60@yahoo.co.uk,07919711121,SN21 1GA,Cambridgeshire,Terraced,Fibre 500,55.61,Monthly,16,2025-04-10,Bank Transfer,10,1,No
10950,Amelia Brown,amelia.brown9@gmail.com,123,MK10 3GJ,Cambridgeshire,Farmhouse,Fibre 300,47.22,Monthly,44,2025-09-01,Credit Card,2,0,No
10833,George Green,george.green9@gmail.com,07440762914,CB3 5YD,Cambridgeshire,Cottage,Fibre 100,28.82,Monthly,4,2024-10-16,Credit Card,2,5,No
10588,Lily Evans,no-at-sign.com,07060119875,SO7 8WS,Oxfordshire,Detached,Fibre 300,49.37,Monthly,52,2020-01-19,Direct Debit,5,3,No
10703,Thomas Turner,thomas.turner8@outlook.com,07702042620,GL40 8EF,Gloucestershire,Semi-detached,Fibre 900,65.14,Monthly,46,2024-04-25,Bank Transfer,6,3,Yes
10327,Amelia Hughes,amelia.hughes83@btinternet.com,07649215182,SO45 1RX,Berkshire,Detached,Fibre 300,46.62,24-month,50,Dec 2024,Bank Transfer,1,1,No
10879,Henry Hall,henry.hall27@btinternet.com,07446746215,MK35 5DU,Northamptonshire,Terraced,Fibre 900,69.51,24-month,4,2020-07-03,Credit Card,0,2,No
10603,Amelia Hall,amelia.hall31@gmail.com,07734167812,RG48 8WG,Wiltshire,Detached,Fibre 500,53.09,Monthly,37,2025-02-16,Bank Transfer,8,0,0
10927,Freya Williams,freya.williams83@btinternet.com,07209451676,RG1 7HS,Cambridgeshire,Terraced,Fibre 300,43.97,24-month,25,2023-04-01,Direct Debit,1,0,No
10980,Amelia Clarke,amelia.clarke84@yahoo.co.uk,07166811339,RG13 7TA,Berkshire,Terraced,Fibre 900,63.94,12-month,25,2025-04-23,Credit Card,0,0,no
10971,Emily Brown,emily.brown13@btinternet.com,07421524831,SO35 7HS,Northamptonshire,Farmhouse,Fibre 100,28.18,12-month,59,2023-06-13,Bank Transfer,9,3,Yes
10762,Grace Williams,john.smith,07890057795,OX4 2UJ,Wiltshire,Cottage,Fibre 100,£34.68,24-month,47,2020-01-26,Credit Card,3,5,No
10331,Jack Taylor,jack.taylor19@yahoo.co.uk,07340163611,SN34 5YU,Gloucestershire,Bungalow,Fibre 500,55.43,24-month,43,2022-09-09,Bank Transfer,1,0,No
10060,Sophie Wright,sophie.wright68@outlook.com,07565431027,SO36 2LL,Berkshire,Semi-detached,Fibre 900,69.96,12-month,10,2025-08-07,Direct Debit,2,0,Yes
10745,Olivia Wood,olivia.wood72@outlook.com,07152787304,SO12 6DP,Wiltshire,Detached,Fibre 900,66.11,12-month,65,2023-06-27,Bank Transfer,3,2,No
10371,Noah Patel,no-at-sign.com,07459196639,MK24 2TG,Oxfordshire,Bungalow,Fibre 900,64.76,12-month,58,2022-10-27,Bank Transfer,8,2,Yes
10092,Poppy Patel,no-at-sign.com,07058911352,,Gloucestershire,Detached,Fibre 900,63.68,Monthly,69,2024-12-17,Bank Transfer,9,1,Yes
10722,Oliver Clarke,oliver.clarke48@gmail.com,07968519537,RG17 3RS,Cambridgeshire,Semi-detached,Fibre 100,34.62,24-month,22,2025-06-14,Direct Debit,,0,Yes
10490,James Davies,,07560229394,SO44 5HL,Hampshire,Terraced,Fibre 500,53.06,12-month,23,2023-05-27,Direct Debit,7,1,No
10462,James Green,james.green3@btinternet.com,07035624395,RG42 4YQ,Wiltshire,Semi-detached,Fibre 500,58.4,Monthly,1,2022-03-04,Direct Debit,8,0,No
10218,Charlie Jones,,07743280634,SO7 6UD,Berkshire,Terraced,Fibre 100,29.32,Monthly,47,2021-01-24,Bank Transfer,3,5,Yes
10513,Poppy Clarke,poppy.clarke59@yahoo.co.uk,07439742925,OX8 1PX,Berkshire,Cottage,Fibre 500,53.98,24-month,14,Sep 2023,Bank Transfer,6,2,Yes
10620,Charlie Turner,,07827172173,CB29 4YY,Wiltshire,Detached,Fibre 300,45.27,Monthly,14,2021-10-19,Bank Transfer,3,3,No
10425,William Hughes,william.hughes95@yahoo.co.uk,07973203319,SN10 3UA,Buckinghamshire,Detached,Fibre 900,69.26,Monthly,43,2021-09-26,Credit Card,6,5,No
10332,Jack Green,jack.green62@btinternet.com,07924082226,NN4 6JZ,Hampshire,Terraced,Fibre 300,46.19,12-month,45,2022-08-17,Credit Card,4,3,No
10859,Amelia Williams,amelia.williams85@gmail.com,07159485340,OX45 2GT,Hampshire,Terraced,Fibre 100,32.88,Monthly,21,2021-04-27,Bank Transfer,,1,Yes
10989,Jack Smith,jack.smith3@btinternet.com,07167449234,CB24 7YW,Buckinghamshire,Detached,Fibre 500,59.17,12-month,-5,2022-01-21,Credit Card,6,3,No
10582,Oliver Davies,oliver.davies12@yahoo.co.uk,07xx,CB27 3LW,Cambridgeshire,Cottage,Fibre 900,65.58,Monthly,45,2022-05-27,Direct Debit,9,3,No
10355,Noah Edwards,noah.edwards71@outlook.com,07303419909,RG3 1PD,Northamptonshire,Detached,Fibre 100,34.85,12-month,40,2023-09-07,Credit Card,6,2,No
10482,Thomas Edwards,thomas.edwards9@btinternet.com,07208780572,GL44 6DL,Northamptonshire,Terraced,Fibre 900,63.18,24-month,64,2023-07-23,Direct Debit,6,1,Yes
10545,Harry Edwards,harry.edwards78@gmail.com,07666450573,OX14 7FT,Wiltshire,Terraced,Fibre 500,58.55,12-month,,2021-03-01,Direct Debit,,1,Yes
10110,Lily Jones,lily.jones6@gmail.com,07386571918,SN41 7DY,Oxfordshire,Farmhouse,Fibre 300,47.63,Monthly,36,2021-05-09,Credit Card,6,2,No
10514,Isla Walker,isla.walker73@yahoo.co.uk,07908027112,SN7 9GJ,Gloucestershire,Cottage,Fibre 100,34.8,12-month,37,2020-07-11,Direct Debit,7,3,No
10602,Amelia Davies,amelia.davies17@yahoo.co.uk,07778956133,RG5 9NN,Northamptonshire,Bungalow,Fibre 900,63.33,Monthly,31,2024-06-02,Direct Debit,6,1,1
10995,James Patel,james.patel11@yahoo.co.uk,07497534115,OX 99,Oxfordshire,Detached,Fibre 900,67.49,Monthly,60,2024-05-24,Direct Debit,6,2,Yes
10507,Lily Walker,lily.walker6@outlook.com,07567756777,SN10 7SA,Wiltshire,Cottage,Fibre 300,45.66,24-month,30,2021-07-12,Direct Debit,6,0,No
10334,Grace Turner,grace.turner78@gmail.com,07728321528,MK4 7UR,Wiltshire,Cottage,Fibre 500,59.78,12-month,32,2025-04-27,Bank Transfer,1,1,No
10848,Isla Wilson,isla.wilson64@gmail.com,07970566036,GL27 3NX,Hampshire,Detached,Fibre 500,56.12,12-month,20,2023-11-05,Credit Card,6,0,No
10294,Poppy Evans,poppy.evans95@yahoo.co.uk,07636205015,OX36 2FN,Berkshire,Semi-detached,Fibre 300,47.41,12-month,62,2020-01-07,Direct Debit,4,0,No
10286,Grace Turner,grace.turner84@gmail.com,07180715695,SO12 1ET,Buckinghamshire,Semi-detached,Fibre 900,66.1,Monthly,51,2025-01-25,Credit Card,10,2,No
10938,Noah Roberts,,07522426537,CB45 3FD,Gloucestershire,Cottage,Fibre 500,54.7,24-month,3,2025-01-15,Direct Debit,,1,Yes
10447,James Edwards,james.edwards21@outlook.com,07753273524,GL2 4YT,Berkshire,Semi-detached,Fibre 900,67.78,12-month,71,2021-03-15,Bank Transfer,10,0,yes
10692,William Taylor,william.taylor77@btinternet.com,07255966472,GL16 1TL,Wiltshire,Semi-detached,Fibre 500,55.57,24-month,24,2024-02-09,Direct Debit,6,0,No
10652,James Turner,james.turner76@btinternet.com,07867782312,MK29 1LT,Wiltshire,Terraced,Fibre 100,30.85,12-month,14,2021-11-26,Credit Card,1,0,No
10968,Olivia Patel,olivia.patel56@gmail.com,07348508951,SN14 8AW,Buckinghamshire,Detached,Fibre 100,33.34,24-month,59,2020-10-09,Bank Transfer,4,2,No
10277,Jack Wood,jack.wood13@btinternet.com,123,CB29 2QW,Hampshire,Bungalow,Fibre 300,46.9,12-month,47,2022-10-16,Bank Transfer,6,5,Yes
10758,Sophie Wood,,07477041309,OX40 2QH,Hampshire,Detached,Fibre 300,44.29,Monthly,30,2023-03-12,Credit Card,2,0,No
10137,Charlie Clarke,charlie.clarke54@btinternet.com,07212021697,RG12 7QZ,Oxfordshire,Terraced,Fibre 500,59.15,24-month,50,2021-08-16,Direct Debit,6,5,No
10501,Emily Taylor,emily.taylor80@gmail.com,07962543848,OX32 6GB,Cambridgeshire,Terraced,Fibre 500,55.14,12-month,64,2023-06-02,Credit Card,10,5,No
10404,Poppy Jones,poppy.jones24@gmail.com,07879508304,NN2 6XB,Cambridgeshire,Cottage,Fibre 300,43.75,24-month,15,2023-02-17,Direct Debit,3,1,No
10523,Olivia Walker,olivia.walker74@outlook.com,07236161880,GL37 1LX,Wiltshire,Terraced,Fibre 300,44.58,24-month,44,2022-08-04,Credit Card,5,3,Yes
10780,Amelia Edwards,amelia.edwards68@gmail.com,07273063435,NN33 9GD,Northamptonshire,Bungalow,Fibre 900,68.6,24-month,26,2020-07-13,Credit Card,,2,No
10977,Henry Jones,henry.jones32@gmail.com,not-a-number,CB22 7JZ,GLOUCESTERSHIRE,Semi-detached,Fibre 100,31.36,12-month,-1,2025-04-20,Bank Transfer,,0,No
10580,Jack Smith,jack.smith86@gmail.com,07001529113,RG7 8XQ,Oxfordshire,Terraced,Fibre 100,33.23,24-month,2,2020-12-05,Credit Card,5,3,No
10237,Lily Brown,lily.brown34@gmail.com,07290257252,OX18 6SQ,Oxfordshire,Cottage,Fibre 500,55.03,24-month,66,2020-09-07,Bank Transfer,2,0,No
10988,Grace Clarke,grace.clarke53@gmail.com,07170690149,RG6 2AH,Northamptonshire,Terraced,Fibre 500,59.52,12-month,59,2020-06-13,Credit Card,5,3,Yes
10215,Ava Roberts,ava.roberts4@gmail.com,07910939111,,Northamptonshire,Cottage,Fibre 500,56.26,Monthly,25,2025-08-09,Credit Card,10,2,No
10894,George Roberts,,07241571276,CB48 9JP,Northamptonshire,Semi-detached,Fibre 300,49.57,12-month,50,2023-09-11,Bank Transfer,6,1,No
10244,Charlie Wright,charlie.wright66@btinternet.com,07427114773,SN2 2BD,Berkshire,Terraced,Fibre 900,63.18,Monthly,52,2023-10-22,Credit Card,2,1,No
10552,Ava Edwards,ava.edwards77@outlook.com,07596111102,SO32 2FB,Oxfordshire,Farmhouse,Fibre 300,44.23,Monthly,44,2022-06-22,Bank Transfer,5,0,No
10837,William Patel,william.patel6@btinternet.com,07342444748,OX18 8SA,Berkshire,Terraced,Fibre 300,£49.7,12-month,27,2021-04-11,Direct Debit,0,5,Yes
10863,Oliver Smith,oliver.smith68@btinternet.com,07758682405,GL27 7QL,Buckinghamshire,Detached,Fibre 100,-10.0,12-month,7,2022-05-03,Bank Transfer,9,5,No
10667,Noah Williams,noah.williams65@outlook.com,07289540017,SN11 5TJ,Gloucestershire,Semi-detached,Fibre 500,£59.95,Monthly,61,2023-09-26,Credit Card,0,5,No
10621,Amelia Hall,amelia.hall31@yahoo.co.uk,07882325539,CB21 9NL,Hampshire,Detached,Fibre 500,56.41,24-month,-5,Dec 2023,Credit Card,3,0,Yes
10078,Freya Green,freya.green97@gmail.com,07047868633,,Gloucestershire,Detached,Fibre 300,48.66,12-month,29,2024-01-08,Direct Debit,1,0,No
10029,Henry Hughes,henry.hughes98@gmail.com,07278742967,GL31 6SP,Buckinghamshire,Terraced,Fibre 100,28.72,Monthly,35,2022-07-23,Credit Card,4,3,No
10450,George Williams,george.williams48@outlook.com,07954429477,NN10 3FZ,Northamptonshire,Farmhouse,Fibre 500,54.79,Monthly,4,2020-04-19,Credit Card,2,0,No
10289,James Green,james.green74@gmail.com,07036133254,GL41 2AU,Hampshire,Detached,Fibre 300,47.14,24-month,43,2022-05-08,Direct Debit,7,1,No
10049,Jack Williams,jack.williams57@btinternet.com,07449058147,RG3 1QN,  Gloucestershire ,Terraced,Fibre 900,69.04,Monthly,9,2024-10-17,Credit Card,7,0,Yes
10670,Lily Evans,lily.evans28@gmail.com,07104502589,SO15 3DT,  Northamptonshire ,Semi-detached,Fibre 500,59.79,24-month,69,2022-08-09,Bank Transfer,3,2,No
10798,Isla Thomas,isla.thomas15@outlook.com,07729476380,CB37 1RP,Northamptonshire,Detached,Fibre 500,54.08,12-month,49,2024-12-20,Bank Transfer,5,0,No
10414,Noah Taylor,noah.taylor9@btinternet.com,07789320649,SO41 4QU,Wiltshire,Cottage,Fibre 300,48.87,12-month,1,2025-08-16,Bank Transfer,6,2,Yes
10165,Ava Davies,ava.davies26@outlook.com,07395211179,OX49 9BU,Buckinghamshire,Bungalow,Fibre 500,55.2,24-month,27,2022-08-06,Bank Transfer,4,3,No
10930,Sophie Wood,sophie.wood28@gmail.com,07889044104,OX18 4DQ,Hampshire,Farmhouse,Fibre 100,34.25,12-month,70,2020-11-07,Credit Card,3,0,No
10178,Jack Clarke,jack.clarke9@outlook.com,07827448570,SO47 3AZ,Buckinghamshire,Bungalow,Fibre 500,54.66,24-month,71,2020-11-18,Credit Card,3,5,No
10693,Olivia Thomas,olivia.thomas54@outlook.com,07145430796,CB43 8JE,Oxfordshire,Detached,Fibre 300,46.73,24-month,32,2025-02-16,Bank Transfer,,0,No
10065,Ava Clarke,ava.clarke32@btinternet.com,07210469632,MK37 6HG,Berkshire,Bungalow,Fibre 100,31.26,12-month,35,2023-01-03,Credit Card,8,5,No
10141,Poppy Evans,poppy.evans28@btinternet.com,07735160917,RG43 9FU,Oxfordshire,Bungalow,Fibre 300,-29.99,24-month,16,2023-10-16,Bank Transfer,2,0,No
10985,Charlie Hall,charlie.hall35@outlook.com,07633488933,NN14 8QE,Hampshire,Farmhouse,Fibre 300,49.31,12-month,66,2025-01-17,Credit Card,5,1,No
10351,Henry Hall,henry.hall47@outlook.com,07030587210,,Wiltshire,Bungalow,Fibre 300,49.79,12-month,12,2021-04-27,Direct Debit,0,0,1
10861,Oliver Hughes,john.smith,07998460586,RG40 5YR,Cambridgeshire,Terraced,Fibre 500,56.78,Monthly,52,2024-08-05,Direct Debit,6,0,No
10440,Freya Thomas,freya.thomas54@yahoo.co.uk,07075409150,SO16 3DX,Gloucestershire,Semi-detached,Fibre 300,48.08,24-month,38,2023-07-09,Credit Card,7,1,Yes
10346,Isla Evans,isla.evans3@yahoo.co.uk,07422693121,SO16 8RE,Wiltshire,Terraced,Fibre 900,68.24,Monthly,24,2024-02-13,Credit Card,0,0,No
10254,Emily Smith,emily.smith33@outlook.com,07864518376,OX26 5ND,Cambridgeshire,Cottage,Fibre 100,29.46,Monthly,7,2023-11-11,Bank Transfer,6,0,No
10694,Amelia Taylor,amelia.taylor12@btinternet.com,07845235426,RG17 5UB,Gloucestershire,Farmhouse,Fibre 500,54.35,Monthly,71,2025-11-01,Bank Transfer,8,3,No
10344,Freya Davies,freya.davies36@outlook.com,07240338105,MK21 2XL,Wiltshire,Farmhouse,Fibre 500,59.28,12-month,6,2022-01-21,Direct Debit,5,1,No
10221,Jack Taylor,jack.taylor97@outlook.com,07625827390,SN7 7GA,Berkshire,Detached,Fibre 100,28.03,Monthly,36,2020-12-21,Bank Transfer,4,3,Yes
10235,Emily Wilson,emily.wilson76@outlook.com,07912347851,SO6 1SL,Hampshire,Semi-detached,Fibre 900,66.88,24-month,54,2024-03-07,Direct Debit,6,1,Yes
10547,Noah Roberts,noah.roberts19@gmail.com,07840083850,,Buckinghamshire,Bungalow,Fibre 300,45.28,12-month,2,2020-09-19,Direct Debit,7,5,Y
10499,Poppy Walker,poppy.walker91@yahoo.co.uk,07244182226,GL35 7GX,Berkshire,Terraced,Fibre 900,69.87,24-month,61,2021-02-22,Direct Debit,7,0,No
10595,George Walker,george.walker99@gmail.com,07849932312,CB19 3SR,Oxfordshire,Farmhouse,Fibre 100,32.35,Monthly,38,2024-08-05,Credit Card,10,0,Yes
10940,Poppy Clarke,poppy.clarke37@yahoo.co.uk,07883571921,,Gloucestershire,Cottage,Fibre 300,45.68,24-month,29,2024-07-21,Credit Card,4,1,No
10249,Lily Taylor,,07496391919,MK18 2YW,Berkshire,Farmhouse,Fibre 300,44.46,Monthly,37,2025-05-17,Credit Card,6,2,No
10819,Emily Davies,emily.davies5@btinternet.com,07503374698,CB14 1RU,Berkshire,Terraced,Fibre 500,54.47,12-month,53,2023-12-26,Direct Debit,8,0,No
10381,Harry Wilson,harry.wilson19@btinternet.com,07076502412,OX39 6UY,Oxfordshire,Farmhouse,Fibre 300,49.1,12-month,43,2020-01-27,Direct Debit,9,1,No
10071,Sophie Williams,sophie.williams92@yahoo.co.uk,07157473384,NN9 2ZY,Cambridgeshire,Semi-detached,Fibre 500,53.35,24-month,6,2021-11-08,Direct Debit,1,3,No
10094,Amelia Smith,amelia.smith95@outlook.com,07382825867,CB26 3GS,Hampshire,Detached,Fibre 500,58.15,Monthly,14,2023-10-14,Credit Card,0,1,No
10033,Lily Jones,lily.jones13@yahoo.co.uk,07718702621,RG17 6ZR,Gloucestershire,Cottage,Fibre 300,48.96,24-month,65,2023-06-21,Bank Transfer,7,0,No
10259,Harry Brown,,07759900489,SO20 7QF,Oxfordshire,Bungalow,Fibre 100,29.25,Monthly,7,2024-08-11,Credit Card,2,0,No
10204,Emily Walker,emily.walker97@gmail.com,07792171747,RG15 4FZ,Northamptonshire,Cottage,Fibre 300,45.73,24-month,69,2025-06-26,Credit Card,7,5,No
10359,Freya Smith,freya.smith49@yahoo.co.uk,07296136715,RG30 9TE,Gloucestershire,Semi-detached,Fibre 300,48.11,12-month,14,2023-04-13,Credit Card,1,2,No
10601,James Green,no-at-sign.com,07373125523,MK26 2TX,Gloucestershire,Farmhouse,Fibre 500,53.06,Monthly,9,2025-02-03,Bank Transfer,,0,Yes
10398,Thomas Brown,thomas.brown44@outlook.com,07603319036,OX1 4BD,Oxfordshire,Semi-detached,Fibre 500,-29.99,12-month,46,2020-06-12,Bank Transfer,10,1,No
10077,James Evans,james.evans45@btinternet.com,07180170462,SN42 7QR,Berkshire,Farmhouse,Fibre 100,30.62,24-month,6,2025-09-05,Bank Transfer,,0,No
10084,Grace Williams,,07387509977,OX 99,  Oxfordshire ,Detached,Fibre 300,46.7,12-month,9,2024-05-01,Bank Transfer,10,3,No
10319,Sophie Walker,sophie.walker90@btinternet.com,07620918435,RG40 8WS,Cambridgeshire,Detached,Fibre 100,34.89,12-month,,2020-11-12,Direct Debit,5,5,No
10082,Ava Turner,ava.turner60@btinternet.com,07854458771,RG49 6HQ,Buckinghamshire,Farmhouse,Fibre 500,53.31,Monthly,37,2025-03-01,Credit Card,8,3,No
10947,Thomas Green,,07289890749,CB21 9EF,Buckinghamshire,Cottage,Fibre 100,32.35,12-month,51,2023-03-14,Credit Card,9,5,Yes
10707,Olivia Thomas,olivia.thomas53@gmail.com,07355373096,NN37 7ZG,Berkshire,Farmhouse,Fibre 500,53.54,24-month,5,2024-11-12,Direct Debit,9,3,No
10538,Lily Brown,lily.brown29@btinternet.com,07379223410,CB43 5SY,Hampshire,Farmhouse,Fibre 100,29.48,Monthly,32,2020-07-23,Credit Card,7,0,yes
10543,George Turner,george.turner42@gmail.com,07248088062,SN4 8FF,Cambridgeshire,Bungalow,Fibre 300,48.83,24-month,32,2022-08-08,Credit Card,2,0,No
10825,William Taylor,william.taylor58@outlook.com,07017092640,RG4 4AW,Oxfordshire,Bungalow,Fibre 500,57.47,Monthly,1,2023-03-13,Direct Debit,8,0,Yes
10428,Lily Green,lily.green81@yahoo.co.uk,07090797727,,Wiltshire,Terraced,Fibre 100,33.14,Monthly,-1,2020-07-27,Direct Debit,0,5,No
10309,Harry Thomas,,07649718924,GL39 6RF,Buckinghamshire,Semi-detached,Fibre 500,57.44,24-month,6,2022-11-16,Direct Debit,5,0,Yes
10005,Amelia Wright,amelia.wright31@gmail.com,07911718227,SN17 9ZS,CAMBRIDGESHIRE,Bungalow,Fibre 500,58.28,24-month,31,2021-12-10,Credit Card,10,2,Yes
10788,Grace Edwards,grace.edwards30@yahoo.co.uk,07021516758,SO45 5RJ,Cambridgeshire,Terraced,Fibre 100,34.06,24-month,2,2022-04-10,Bank Transfer,1,0,no
10104,William Edwards,a@b,07037613791,OX24 6FR,Hampshire,Cottage,Fibre 300,46.81,Monthly,51,2023-02-01,Bank Transfer,1,0,No
10097,George Evans,,07767721903,NN3 5JX,Northamptonshire,Semi-detached,Fibre 900,68.46,24-month,72,2025-08-18,Bank Transfer,1,0,No
10296,Noah Evans,noah.evans77@yahoo.co.uk,07630993842,MK16 1LF,Berkshire,Semi-detached,Fibre 900,68.08,12-month,48,2025-10-03,Direct Debit,8,3,no
10408,Harry Hall,harry.hall74@outlook.com,07732702164,RG48 2FB,HAMPSHIRE,Detached,Fibre 900,67.82,Monthly,-1,2021-09-28,Bank Transfer,6,3,No
10445,Charlie Evans,charlie.evans23@yahoo.co.uk,07268653694,MK24 2PW,Hampshire,Semi-detached,Fibre 300,49.0,12-month,15,2023-05-27,Credit Card,2,0,Yes
10903,Ava Turner,john.smith,07916194232,GL23 5BD,Cambridgeshire,Detached,Fibre 100,34.43,Monthly,5,2022-01-14,Bank Transfer,10,3,yes
10281,Poppy Turner,poppy.turner97@outlook.com,07780182043,CB46 8DX,BUCKINGHAMSHIRE,Farmhouse,Fibre 100,32.11,12-month,67,2020-06-14,Direct Debit,6,0,No
10266,Oliver Hughes,oliver.hughes15@gmail.com,07722601645,RG49 8ZL,Buckinghamshire,Semi-detached,Fibre 100,29.47,Monthly,65,Oct 2025,Bank Transfer,1,3,No
10739,Amelia Jones,,07429906745,SO36 7QG,Northamptonshire,Detached,Fibre 300,45.63,Monthly,35,12/06/2020,Bank Transfer,9,3,Yes
10886,Harry Williams,harry.williams75@gmail.com,07543776618,CB4 9QW,Oxfordshire,Detached,Fibre 100,28.69,24-month,,2024-08-08,Direct Debit,,1,No
10534,Henry Evans,henry.evans43@outlook.com,07864496392,NN13 6XX,Buckinghamshire,Semi-detached,Fibre 500,58.58,24-month,40,2024-03-04,Bank Transfer,4,1,No
10432,Henry Green,henry.green90@outlook.com,07654358841,CB17 4TL,Oxfordshire,Detached,Fibre 300,46.61,24-month,69,2021-08-05,Credit Card,9,2,No
10911,Ava Edwards,ava.edwards93@outlook.com,07699055855,RG24 5AX,Northamptonshire,Semi-detached,Fibre 900,67.02,24-month,33,2020-07-20,Credit Card,9,0,No
10656,Poppy Davies,a@b,07018167784,GL28 6GL,Northamptonshire,Cottage,Fibre 500,59.41,12-month,30,May 2022,Direct Debit,8,1,No
10118,Poppy Davies,poppy.davies43@outlook.com,07135521570,NN14 4DQ,Northamptonshire,Detached,Fibre 100,33.03,Monthly,64,2023-08-24,Credit Card,2,3,Yes
10405,Henry Wright,henry.wright37@btinternet.com,07205955657,NN40 1GQ,Oxfordshire,Cottage,Fibre 900,£69.5,24-month,10,2020-02-20,Direct Debit,5,2,No
10250,Grace Green,grace.green86@btinternet.com,07820829737,NN41 9ZS,Oxfordshire,Bungalow,Fibre 500,54.39,12-month,66,2021-04-05,Bank Transfer,10,1,Yes
10377,Olivia Evans,olivia.evans50@btinternet.com,07371539885,NN46 8FW,Gloucestershire,Semi-detached,Fibre 100,29.52,12-month,28,2023-08-28,Bank Transfer,8,1,Yes
10615,George Walker,george.walker42@gmail.com,07986787442,SN32 6WP,Northamptonshire,Bungalow,Fibre 900,67.42,24-month,54,2024-07-12,Credit Card,9,1,No
10009,Olivia Hughes,olivia.hughes8@outlook.com,07812191361,CB38 1ZD,Hampshire,Terraced,Fibre 900,67.08,24-month,65,2022-05-07,Bank Transfer,5,1,No
10357,George Walker,george.walker6@btinternet.com,07633991297,,Gloucestershire,Farmhouse,Fibre 500,53.65,12-month,47,2021-05-06,Direct Debit,4,2,No
10196,Isla Williams,isla.williams19@gmail.com,07099451016,SN11 5ZZ,Wiltshire,Farmhouse,Fibre 100,£33.24,12-month,45,2020-02-25,Credit Card,5,2,Yes
10631,Lily Hughes,lily.hughes40@btinternet.com,07915795546,SN16 5UE,Wiltshire,Cottage,Fibre 900,66.22,Monthly,48,2020-01-18,Direct Debit,1,0,No
10081,Jack Taylor,jack.taylor69@gmail.com,07304699013,CB31 4PN,Oxfordshire,Semi-detached,Fibre 900,69.55,24-month,48,2020-12-25,Credit Card,3,1,Yes
10526,Freya Brown,freya.brown4@btinternet.com,07607174811,,Buckinghamshire,Semi-detached,Fibre 900,67.22,12-month,45,2020-06-10,Bank Transfer,7,1,Y
10830,Sophie Hughes,sophie.hughes67@outlook.com,not-a-number,OX25 7TZ,Hampshire,Cottage,Fibre 900,67.09,Monthly,64,2022-10-10,Bank Transfer,15,0,No
10905,James Wright,james.wright58@btinternet.com,07563558422,RG41 2TF,Hampshire,Farmhouse,Fibre 100,28.92,24-month,44,2022-07-12,Direct Debit,4,3,No
10239,Thomas Taylor,thomas.taylor62@gmail.com,07545279852,NN2 2JF,Wiltshire,Terraced,Fibre 100,29.58,Monthly,17,2021-03-03,Credit Card,1,0,No
10323,Charlie Smith,charlie.smith38@outlook.com,07377294209,MK20 9EL,Berkshire,Terraced,Fibre 900,68.79,12-month,41,2022-12-13,Direct Debit,5,0,No
10211,Jack Turner,jack.turner66@btinternet.com,07795654420,NN47 5BU,Wiltshire,Bungalow,Fibre 100,28.35,12-month,61,2025-10-01,Credit Card,7,0,No
